,Code région,Nom de la région,Code département,Code arrondissement départemental,Code canton,Code_commune,Nom de la commune,Population municipale,Population comptée à part,Population totale,Année recensement,Année utilisation,Code INSEE (commune ou arrondissement),Superficie de la commune,Statut,Code INSEE de la commune,Nom de la commune IGN,Nom du département IGN,Nom de la région.1,Code EPCI,Code EPCI.1,EPCI,Année
174,4,La Réunion,974,2,22,424,Cilaos,5807,101,5908,1970-01-01 00:00:00.000002010,2013,97424,84.4,Commune,97424,Cilaos,LA REUNION,LA REUNION,,,,1970
175,4,La Réunion,974,3,6,406,La Plaine-des-Palmistes,5213,84,5297,1970-01-01 00:00:00.000002010,2013,97406,83.05,Commune,97406,La Plaine-des-Palmistes,LA REUNION,LA REUNION,,,,1970
176,4,La Réunion,974,3,31,419,Sainte-Rose,6806,89,6895,1970-01-01 00:00:00.000002010,2013,97419,178.21,Commune,97419,Sainte-Rose,LA REUNION,LA REUNION,,,,1970
177,4,La Réunion,974,2,26,417,Saint-Philippe,5072,57,5129,1970-01-01 00:00:00.000002012,2015,97417,154.47,Commune,97417,Saint-Philippe,LA REUNION,LA REUNION,249740085.0,249740085.0,CA du Sud,1970
178,4,La Réunion,974,3,31,419,Sainte-Rose,6777,85,6862,1970-01-01 00:00:00.000002012,2015,97419,178.21,Commune,97419,Sainte-Rose,LA REUNION,LA REUNION,249740093.0,249740093.0,CA Intercommunale de la Réunion Est,1970
179,4,La Réunion,974,3,6,406,La Plaine-des-Palmistes,5354,84,5438,1970-01-01 00:00:00.000002011,2014,97406,83.05,Commune,97406,La Plaine-des-Palmistes,LA REUNION,LA REUNION,,,,1970
180,4,La Réunion,974,4,8,408,La Possession,30911,390,31301,1970-01-01 00:00:00.000002011,2014,97408,118.76,Commune,97408,,,,,,,1970
181,4,La Réunion,974,4,36,423,Les Trois-Bassins,7226,101,7327,1970-01-01 00:00:00.000002011,2014,97423,42.48,Commune,97423,,,,,,,1970
182,4,La Réunion,974,4,3,408,La Possession,32973,364,33337,1970-01-01 00:00:00.000002016,2019,97408,118.76,Commune,97408,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest (Tco),1970
183,4,La Réunion,974,2,5,405,Petite-Île,11282,138,11420,1970-01-01 00:00:00.000002006,2009,97405,33.83,Commune,97405,Petite-Île,LA REUNION,LA REUNION,,,,1970
184,4,La Réunion,974,4,2,407,Le Port,35653,310,35963,1970-01-01 00:00:00.000002014,2017,97407,16.16,Commune,97407,Le Port,LA REUNION,LA REUNION,249740101.0,249740101.0,CA Territoire de la Côte Ouest (TCO),1970
185,4,La Réunion,974,4,14,423,Les Trois-Bassins,7111,96,7207,1970-01-01 00:00:00.000002016,2019,97423,42.48,Commune,97423,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest (Tco),1970
186,4,La Réunion,974,2,1,401,Les Avirons,10705,129,10834,1970-01-01 00:00:00.000002011,2014,97401,26.23,Commune,97401,Les Avirons,LA REUNION,LA REUNION,,,,1970
187,4,La Réunion,974,2,99,422,Le Tampon,74998,796,75794,1970-01-01 00:00:00.000002011,2014,97422,181.02,Commune,97422,Le Tampon,LA REUNION,LA REUNION,,,,1970
188,4,La Réunion,974,3,6,406,La Plaine-des-Palmistes,5072,78,5150,1970-01-01 00:00:00.000002009,2012,97406,83.05,Commune,97406,La Plaine-des-Palmistes,LA REUNION,LA REUNION,,,,1970
189,4,La Réunion,974,2,98,416,Saint-Pierre,79228,799,80027,1970-01-01 00:00:00.000002010,2013,97416,96.32,Commune,97416,Saint-Pierre,LA REUNION,LA REUNION,,,,1970
190,4,La Réunion,974,1,93,411,Saint-Denis,146985,1530,148515,1970-01-01 00:00:00.000002015,2018,97411,141.5,Commune,97411,Saint-Denis,LA REUNION,LA REUNION,249740119.0,249740119.0,CA Intercommunale du Nord de la Réunion (Cinor),1970
191,4,La Réunion,974,3,92,409,Saint-André,51817,330,52147,1970-01-01 00:00:00.000002006,2009,97409,54.28,Commune,97409,Saint-André,LA REUNION,LA REUNION,,,,1970
192,4,La Réunion,974,4,97,415,Saint-Paul,99291,1527,100818,1970-01-01 00:00:00.000002006,2009,97415,240.51,Commune,97415,Saint-Paul,LA REUNION,LA REUNION,,,,1970
193,4,La Réunion,974,3,6,406,La Plaine-des-Palmistes,5574,87,5661,1970-01-01 00:00:00.000002012,2015,97406,83.05,Commune,97406,La Plaine-des-Palmistes,LA REUNION,LA REUNION,249740093.0,249740093.0,CA Intercommunale de la Réunion Est,1970
194,4,La Réunion,974,4,8,408,La Possession,26242,383,26625,1970-01-01 00:00:00.000002006,2009,97408,118.76,Commune,97408,,,,,,,1970
195,4,La Réunion,974,2,94,412,Saint-Joseph,35846,475,36321,1970-01-01 00:00:00.000002009,2012,97412,177.85,Commune,97412,,,,,,,1970
196,4,La Réunion,974,4,36,423,Les Trois-Bassins,7057,100,7157,1970-01-01 00:00:00.000002009,2012,97423,42.48,Commune,97423,,,,,,,1970
197,4,La Réunion,974,3,33,421,Salazie,7320,108,7428,1970-01-01 00:00:00.000002012,2015,97421,103.82,Commune,97421,Salazie,LA REUNION,LA REUNION,249740093.0,249740093.0,CA Intercommunale de la Réunion Est,1970
198,4,La Réunion,974,2,16,424,Cilaos,5386,104,5490,1970-01-01 00:00:00.000002013,2016,97424,84.4,Commune,97424,Cilaos,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
199,4,La Réunion,974,1,93,411,Saint-Denis,144642,1462,146104,1970-01-01 00:00:00.000002014,2017,97411,141.5,Commune,97411,Saint-Denis,LA REUNION,LA REUNION,249740119.0,249740119.0,CA Intercommunale du Nord de la Réunion (CINOR),1970
200,4,La Réunion,974,1,23,418,Sainte-Marie,33042,414,33456,1970-01-01 00:00:00.000002014,2017,97418,88.65,Commune,97418,,,,249740119.0,249740119.0,CA Intercommunale du Nord de la Réunion (CINOR),1970
201,4,La Réunion,974,3,8,419,Sainte-Rose,6722,82,6804,1970-01-01 00:00:00.000002014,2017,97419,178.21,Commune,97419,Sainte-Rose,LA REUNION,LA REUNION,249740093.0,249740093.0,CA Intercommunale de la Réunion Est (CIREST),1970
202,4,La Réunion,974,2,96,414,Saint-Louis,53524,650,54174,1970-01-01 00:00:00.000002015,2018,97414,98.85,Commune,97414,Saint-Louis,LA REUNION,LA REUNION,249740077.0,249740077.0,CA Civis (Communauté Intercommunale des Villes Solidaires),1970
203,4,La Réunion,974,2,5,405,Petite-Île,11566,105,11671,1970-01-01 00:00:00.000002010,2013,97405,33.83,Commune,97405,Petite-Île,LA REUNION,LA REUNION,,,,1970
204,4,La Réunion,974,2,22,405,Petite-Île,12236,121,12357,1970-01-01 00:00:00.000002016,2019,97405,33.83,Commune,97405,Petite-Île,LA REUNION,LA REUNION,249740077.0,249740077.0,CA Civis (Communauté Intercommunale des Villes Solidaires),1970
205,4,La Réunion,974,2,99,422,Le Tampon,76310,1029,77339,1970-01-01 00:00:00.000002015,2018,97422,181.02,Commune,97422,Le Tampon,LA REUNION,LA REUNION,249740085.0,249740085.0,CA du Sud,1970
206,4,La Réunion,974,3,92,409,Saint-André,53955,356,54311,1970-01-01 00:00:00.000002010,2013,97409,54.28,Commune,97409,Saint-André,LA REUNION,LA REUNION,,,,1970
207,4,La Réunion,974,4,3,408,La Possession,31439,353,31792,1970-01-01 00:00:00.000002013,2016,97408,118.76,Commune,97408,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest,1970
208,4,La Réunion,974,2,1,401,Les Avirons,11315,189,11504,1970-01-01 00:00:00.000002014,2017,97401,26.23,Commune,97401,Les Avirons,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
209,4,La Réunion,974,4,97,415,Saint-Paul,103008,1376,104384,1970-01-01 00:00:00.000002008,2011,97415,240.51,Commune,97415,Saint-Paul,LA REUNION,LA REUNION,,,,1970
210,4,La Réunion,974,3,2,402,Bras-Panon,11216,108,11324,1970-01-01 00:00:00.000002007,2010,97402,87.26,Commune,97402,Bras-Panon,LA REUNION,LA REUNION,,,,1970
211,4,La Réunion,974,2,94,412,Saint-Joseph,34602,440,35042,1970-01-01 00:00:00.000002007,2010,97412,177.85,Commune,97412,,,,,,,1970
212,4,La Réunion,974,4,8,408,La Possession,30653,409,31062,1970-01-01 00:00:00.000002012,2015,97408,118.76,Commune,97408,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest,1970
213,4,La Réunion,974,3,6,421,Salazie,7400,110,7510,1970-01-01 00:00:00.000002016,2019,97421,103.82,Commune,97421,Salazie,LA REUNION,LA REUNION,249740093.0,249740093.0,CA Intercommunale de la Réunion Est (Cirest),1970
214,4,La Réunion,974,2,99,422,Le Tampon,69849,1078,70927,1970-01-01 00:00:00.000002006,2009,97422,181.02,Commune,97422,Le Tampon,LA REUNION,LA REUNION,,,,1970
215,4,La Réunion,974,2,98,416,Saint-Pierre,77146,747,77893,1970-01-01 00:00:00.000002009,2012,97416,96.32,Commune,97416,Saint-Pierre,LA REUNION,LA REUNION,,,,1970
216,4,La Réunion,974,4,14,423,Les Trois-Bassins,7127,94,7221,1970-01-01 00:00:00.000002015,2018,97423,42.48,Commune,97423,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest (Tco),1970
217,4,La Réunion,974,2,16,424,Cilaos,5295,106,5401,1970-01-01 00:00:00.000002014,2017,97424,84.4,Commune,97424,Cilaos,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
218,4,La Réunion,974,2,98,416,Saint-Pierre,81583,969,82552,1970-01-01 00:00:00.000002014,2017,97416,96.32,Commune,97416,Saint-Pierre,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
219,4,La Réunion,974,3,6,421,Salazie,7132,105,7237,1970-01-01 00:00:00.000002014,2017,97421,103.82,Commune,97421,Salazie,LA REUNION,LA REUNION,249740093.0,249740093.0,CA Intercommunale de la Réunion Est (CIREST),1970
220,4,La Réunion,974,2,3,403,Entre-Deux,5713,78,5791,1970-01-01 00:00:00.000002006,2009,97403,51.37,Commune,97403,Entre-Deux,LA REUNION,LA REUNION,,,,1970
221,4,La Réunion,974,2,1,401,Les Avirons,10336,167,10503,1970-01-01 00:00:00.000002008,2011,97401,26.23,Commune,97401,Les Avirons,LA REUNION,LA REUNION,,,,1970
222,4,La Réunion,974,2,94,412,Saint-Joseph,37629,538,38167,1970-01-01 00:00:00.000002016,2019,97412,177.85,Commune,97412,,,,249740085.0,249740085.0,CA du Sud,1970
223,4,La Réunion,974,1,23,418,Sainte-Marie,33160,427,33587,1970-01-01 00:00:00.000002016,2019,97418,88.65,Commune,97418,,,,249740119.0,249740119.0,CA Intercommunale du Nord de la Réunion (Cinor),1970
224,4,La Réunion,974,2,4,404,L' Étang-Salé,13467,192,13659,1970-01-01 00:00:00.000002010,2013,97404,38.43,Commune,97404,L'Étang-Salé,LA REUNION,LA REUNION,,,,1970
225,4,La Réunion,974,4,95,413,Saint-Leu,30966,332,31298,1970-01-01 00:00:00.000002010,2013,97413,118.08,Commune,97413,Saint-Leu,LA REUNION,LA REUNION,,,,1970
226,4,La Réunion,974,2,94,412,Saint-Joseph,36401,468,36869,1970-01-01 00:00:00.000002011,2014,97412,177.85,Commune,97412,,,,,,,1970
227,4,La Réunion,974,2,1,401,Les Avirons,11181,178,11359,1970-01-01 00:00:00.000002012,2015,97401,26.23,Commune,97401,Les Avirons,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
228,4,La Réunion,974,4,3,408,La Possession,32261,347,32608,1970-01-01 00:00:00.000002014,2017,97408,118.76,Commune,97408,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest (TCO),1970
229,4,La Réunion,974,1,4,420,Sainte-Suzanne,22406,214,22620,1970-01-01 00:00:00.000002014,2017,97420,57.83,Commune,97420,Sainte-Suzanne,LA REUNION,LA REUNION,249740119.0,249740119.0,CA Intercommunale du Nord de la Réunion (CINOR),1970
230,4,La Réunion,974,2,96,414,Saint-Louis,49455,503,49958,1970-01-01 00:00:00.000002006,2009,97414,98.85,Commune,97414,Saint-Louis,LA REUNION,LA REUNION,,,,1970
231,4,La Réunion,974,3,2,402,Bras-Panon,11404,107,11511,1970-01-01 00:00:00.000002008,2011,97402,87.26,Commune,97402,Bras-Panon,LA REUNION,LA REUNION,,,,1970
232,4,La Réunion,974,2,5,405,Petite-Île,11692,121,11813,1970-01-01 00:00:00.000002008,2011,97405,33.83,Commune,97405,Petite-Île,LA REUNION,LA REUNION,,,,1970
233,4,La Réunion,974,2,98,416,Saint-Pierre,76247,784,77031,1970-01-01 00:00:00.000002008,2011,97416,96.32,Commune,97416,Saint-Pierre,LA REUNION,LA REUNION,,,,1970
234,4,La Réunion,974,4,8,408,La Possession,30167,427,30594,1970-01-01 00:00:00.000002009,2012,97408,118.76,Commune,97408,,,,,,,1970
235,4,La Réunion,974,3,92,409,Saint-André,52939,364,53303,1970-01-01 00:00:00.000002009,2012,97409,54.28,Commune,97409,Saint-André,LA REUNION,LA REUNION,,,,1970
236,4,La Réunion,974,1,93,411,Saint-Denis,145022,1467,146489,1970-01-01 00:00:00.000002010,2013,97411,141.5,Commune,97411,Saint-Denis,LA REUNION,LA REUNION,,,,1970
237,4,La Réunion,974,4,95,413,Saint-Leu,29925,282,30207,1970-01-01 00:00:00.000002008,2011,97413,118.08,Commune,97413,Saint-Leu,LA REUNION,LA REUNION,,,,1970
238,4,La Réunion,974,1,32,420,Sainte-Suzanne,22411,190,22601,1970-01-01 00:00:00.000002008,2011,97420,57.83,Commune,97420,Sainte-Suzanne,LA REUNION,LA REUNION,,,,1970
239,4,La Réunion,974,3,31,419,Sainte-Rose,6822,74,6896,1970-01-01 00:00:00.000002009,2012,97419,178.21,Commune,97419,Sainte-Rose,LA REUNION,LA REUNION,,,,1970
240,4,La Réunion,974,1,32,420,Sainte-Suzanne,22437,173,22610,1970-01-01 00:00:00.000002009,2012,97420,57.83,Commune,97420,Sainte-Suzanne,LA REUNION,LA REUNION,,,,1970
241,4,La Réunion,974,3,33,421,Salazie,7406,76,7482,1970-01-01 00:00:00.000002009,2012,97421,103.82,Commune,97421,Salazie,LA REUNION,LA REUNION,,,,1970
242,4,La Réunion,974,2,26,417,Saint-Philippe,5086,56,5142,1970-01-01 00:00:00.000002010,2013,97417,154.47,Commune,97417,Saint-Philippe,LA REUNION,LA REUNION,,,,1970
243,4,La Réunion,974,2,98,416,Saint-Pierre,84063,948,85011,1970-01-01 00:00:00.000002015,2018,97416,96.32,Commune,97416,Saint-Pierre,LA REUNION,LA REUNION,249740077.0,249740077.0,CA Civis (Communauté Intercommunale des Villes Solidaires),1970
244,4,La Réunion,974,1,23,418,Sainte-Marie,32605,394,32999,1970-01-01 00:00:00.000002013,2016,97418,88.65,Commune,97418,,,,249740119.0,249740119.0,CA Intercommunale du Nord de la Réunion,1970
245,4,La Réunion,974,2,1,404,L' Étang-Salé,14230,217,14447,1970-01-01 00:00:00.000002016,2019,97404,38.43,Commune,97404,L'Étang-Salé,LA REUNION,LA REUNION,249740077.0,249740077.0,CA Civis (Communauté Intercommunale des Villes Solidaires),1970
246,4,La Réunion,974,2,98,416,Saint-Pierre,84169,890,85059,1970-01-01 00:00:00.000002016,2019,97416,96.32,Commune,97416,Saint-Pierre,LA REUNION,LA REUNION,249740077.0,249740077.0,CA Civis (Communauté Intercommunale des Villes Solidaires),1970
247,4,La Réunion,974,3,2,402,Bras-Panon,11699,112,11811,1970-01-01 00:00:00.000002009,2012,97402,87.26,Commune,97402,Bras-Panon,LA REUNION,LA REUNION,,,,1970
248,4,La Réunion,974,3,33,421,Salazie,7510,80,7590,1970-01-01 00:00:00.000002010,2013,97421,103.82,Commune,97421,Salazie,LA REUNION,LA REUNION,,,,1970
249,4,La Réunion,974,2,1,404,L' Étang-Salé,13581,203,13784,1970-01-01 00:00:00.000002013,2016,97404,38.43,Commune,97404,L'Étang-Salé,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
250,4,La Réunion,974,2,96,414,Saint-Louis,52656,592,53248,1970-01-01 00:00:00.000002013,2016,97414,98.85,Commune,97414,Saint-Louis,LA REUNION,LA REUNION,249740077.0,249740077.0,CA CIVIS (Communauté Intercommunale des Villes Solidaires),1970
251,4,La Réunion,974,2,94,412,Saint-Joseph,37362,555,37917,1970-01-01 00:00:00.000002014,2017,97412,177.85,Commune,97412,,,,249740085.0,249740085.0,CA du Sud,1970
252,4,La Réunion,974,3,31,419,Sainte-Rose,6664,65,6729,1970-01-01 00:00:00.000002006,2009,97419,178.21,Commune,97419,Sainte-Rose,LA REUNION,LA REUNION,,,,1970
253,4,La Réunion,974,4,8,408,La Possession,30373,411,30784,1970-01-01 00:00:00.000002010,2013,97408,118.76,Commune,97408,,,,,,,1970
254,4,La Réunion,974,1,32,420,Sainte-Suzanne,22421,206,22627,1970-01-01 00:00:00.000002010,2013,97420,57.83,Commune,97420,Sainte-Suzanne,LA REUNION,LA REUNION,,,,1970
255,4,La Réunion,974,4,95,413,Saint-Leu,33701,493,34194,1970-01-01 00:00:00.000002015,2018,97413,118.08,Commune,97413,Saint-Leu,LA REUNION,LA REUNION,249740101.0,249740101.0,CA Territoire de la Côte Ouest (Tco),1970
256,4,La Réunion,974,4,14,423,Les Trois-Bassins,7198,96,7294,1970-01-01 00:00:00.000002014,2017,97423,42.48,Commune,97423,,,,249740101.0,249740101.0,CA Territoire de la Côte Ouest (TCO),1970
257,4,La Réunion,974,2,16,403,Entre-Deux,6894,68,6962,1970-01-01 00:00:00.000002016,2019,97403,51.37,Commune,97403,Entre-Deux,LA REUNION,LA REUNION,249740085.0,249740085.0,CA du Sud,1970
258,4,La Réunion,974,4,97,415,Saint-Paul,105482,1438,106920,1970-01-01 00:00:00.000002016,2019,97415,240.51,Commune,97415,Saint-Paul,LA REUNION,LA REUNION,249740101.0,249740101.0,CA Territoire de la Côte Ouest (Tco),1970
259,4,La Réunion,974,3,90,410,Saint-Benoît,33485,244,33729,1970-01-01 00:00:00.000002007,2010,97410,229.79,Commune,97410,Saint-Benoît,LA REUNION,LA REUNION,,,,1970
260,4,La Réunion,974,3,33,421,Salazie,7181,71,7252,1970-01-01 00:00:00.000002007,2010,97421,103.82,Commune,97421,Salazie,LA REUNION,LA REUNION,,,,1970
261,4,La Réunion,974,2,99,422,Le Tampon,70539,967,71506,1970-01-01 00:00:00.000002007,2010,97422,181.02,Commune,97422,Le Tampon,LA REUNION,LA REUNION,,,,1970
262,4,La Réunion,974,3,90,410,Saint-Benoît,33802,219,34021,1970-01-01 00:00:00.000002008,2011,97410,229.79,Commune,97410,Saint-Benoît,LA REUNION,LA REUNION,,,,1970
263,4,La Réunion,974,2,22,424,Cilaos,5989,99,6088,1970-01-01 00:00:00.000002009,2012,97424,84.4,Commune,97424,Cilaos,LA REUNION,LA REUNION,,,,1970
