code postal;date;nombre d'inscrits;Code_commune_INSEE;Nom_commune
97419;2017-03-31;5730;97408;LA POSSESSION
97420;2022-02-28;8040;97407;LE PORT
97425;2021-03-31;2210;97401;LES AVIRONS
97419;2017-05-31;5740;97408;LA POSSESSION
97420;2022-03-31;8100;97407;LE PORT
97425;2021-05-31;2220;97401;LES AVIRONS
97419;2017-07-31;5770;97408;LA POSSESSION
97420;2022-04-30;7950;97407;LE PORT
97425;2021-06-30;2230;97401;LES AVIRONS
97419;2017-09-30;5940;97408;LA POSSESSION
97420;2022-05-31;7870;97407;LE PORT
97425;2021-09-30;2220;97401;LES AVIRONS
97419;2017-11-30;6010;97408;LA POSSESSION
97420;2022-06-30;7880;97407;LE PORT
97425;2022-01-31;2210;97401;LES AVIRONS
97419;2018-01-31;6040;97408;LA POSSESSION
97420;2022-11-30;7890;97407;LE PORT
97425;2022-02-28;2200;97401;LES AVIRONS
97419;2018-02-28;6060;97408;LA POSSESSION
97430;2016-07-31;17230;97422;LE TAMPON
97425;2022-03-31;2180;97401;LES AVIRONS
97419;2018-03-31;6040;97408;LA POSSESSION
97430;2016-09-30;17780;97422;LE TAMPON
97425;2022-04-30;2170;97401;LES AVIRONS
97419;2018-05-31;6080;97408;LA POSSESSION
97430;2016-12-31;17900;97422;LE TAMPON
97426;2016-08-31;1790;97423;LES TROIS BASSINS
97419;2018-08-31;6210;97408;LA POSSESSION
97430;2017-01-31;18160;97422;LE TAMPON
97426;2016-09-30;1800;97423;LES TROIS BASSINS
97419;2019-07-31;6450;97408;LA POSSESSION
97430;2017-02-28;18070;97422;LE TAMPON
97426;2016-10-31;1820;97423;LES TROIS BASSINS
97419;2019-08-31;6520;97408;LA POSSESSION
97430;2017-06-30;18040;97422;LE TAMPON
97426;2017-04-30;1790;97423;LES TROIS BASSINS
97419;2019-10-31;6530;97408;LA POSSESSION
97430;2017-08-31;18280;97422;LE TAMPON
97426;2017-10-31;1810;97423;LES TROIS BASSINS
97419;2020-05-31;6370;97408;LA POSSESSION
97430;2017-09-30;18170;97422;LE TAMPON
97426;2017-11-30;1790;97423;LES TROIS BASSINS
97419;2020-06-30;6400;97408;LA POSSESSION
97430;2017-12-31;17910;97422;LE TAMPON
97426;2018-03-31;1780;97423;LES TROIS BASSINS
97419;2021-01-31;6440;97408;LA POSSESSION
97430;2018-02-28;18100;97422;LE TAMPON
97426;2018-08-31;1790;97423;LES TROIS BASSINS
97419;2021-02-28;6400;97408;LA POSSESSION
97430;2018-04-30;17950;97422;LE TAMPON
97426;2018-10-31;1780;97423;LES TROIS BASSINS
97419;2021-04-30;6330;97408;LA POSSESSION
97430;2018-08-31;17930;97422;LE TAMPON
97426;2018-11-30;1770;97423;LES TROIS BASSINS
97419;2021-05-31;6350;97408;LA POSSESSION
97430;2018-11-30;17730;97422;LE TAMPON
97426;2018-12-31;1760;97423;LES TROIS BASSINS
97419;2021-10-31;6500;97408;LA POSSESSION
97430;2019-06-30;17620;97422;LE TAMPON
97426;2019-01-31;1790;97423;LES TROIS BASSINS
97419;2022-02-28;6470;97408;LA POSSESSION
97430;2019-08-31;17830;97422;LE TAMPON
97426;2019-03-31;1820;97423;LES TROIS BASSINS
97419;2022-05-31;6380;97408;LA POSSESSION
97430;2019-10-31;17710;97422;LE TAMPON
97426;2019-08-31;1810;97423;LES TROIS BASSINS
97419;2022-06-30;6400;97408;LA POSSESSION
97430;2019-11-30;17450;97422;LE TAMPON
97426;2019-12-31;1710;97423;LES TROIS BASSINS
97419;2022-07-31;6360;97408;LA POSSESSION
97430;2020-01-31;17540;97422;LE TAMPON
97426;2020-10-31;1740;97423;LES TROIS BASSINS
97419;2022-11-30;6390;97408;LA POSSESSION
97430;2020-04-30;17420;97422;LE TAMPON
97426;2021-01-31;1770;97423;LES TROIS BASSINS
97420;2016-10-31;8630;97407;LE PORT
97430;2020-10-31;17400;97422;LE TAMPON
97426;2021-02-28;1750;97423;LES TROIS BASSINS
97420;2017-03-31;8560;97407;LE PORT
97430;2020-12-31;17370;97422;LE TAMPON
97426;2021-05-31;1760;97423;LES TROIS BASSINS
97420;2017-05-31;8550;97407;LE PORT
97430;2021-01-31;17580;97422;LE TAMPON
97426;2021-08-31;1740;97423;LES TROIS BASSINS
97420;2017-06-30;8510;97407;LE PORT
97430;2021-03-31;17610;97422;LE TAMPON
97426;2021-09-30;1740;97423;LES TROIS BASSINS
97420;2018-03-31;8660;97407;LE PORT
97430;2021-05-31;17430;97422;LE TAMPON
97426;2022-02-28;1730;97423;LES TROIS BASSINS
97420;2018-04-30;8540;97407;LE PORT
97430;2021-06-30;17400;97422;LE TAMPON
97426;2022-04-30;1720;97423;LES TROIS BASSINS
97420;2018-10-31;8670;97407;LE PORT
97430;2021-07-31;17350;97422;LE TAMPON
97426;2022-06-30;1720;97423;LES TROIS BASSINS
97420;2018-11-30;8540;97407;LE PORT
97430;2022-01-31;17250;97422;LE TAMPON
97426;2022-09-30;1750;97423;LES TROIS BASSINS
97420;2019-07-31;8460;97407;LE PORT
97430;2022-06-30;16920;97422;LE TAMPON
97426;2022-10-31;1750;97423;LES TROIS BASSINS
97420;2019-11-30;8300;97407;LE PORT
97430;2022-10-31;16970;97422;LE TAMPON
97426;2022-11-30;1740;97423;LES TROIS BASSINS
97420;2019-12-31;8190;97407;LE PORT
97430;2022-12-31;16800;97422;LE TAMPON
97427;2016-08-31;2990;97404;L ETANG SALE
97420;2020-02-29;8150;97407;LE PORT
97425;2017-01-31;2130;97401;LES AVIRONS
97427;2017-01-31;3060;97404;L ETANG SALE
97420;2020-03-31;8140;97407;LE PORT
97425;2017-03-31;2110;97401;LES AVIRONS
97427;2017-03-31;2960;97404;L ETANG SALE
97420;2020-10-31;8300;97407;LE PORT
97425;2017-06-30;2110;97401;LES AVIRONS
97427;2017-04-30;2930;97404;L ETANG SALE
97420;2020-11-30;8290;97407;LE PORT
97425;2017-09-30;2090;97401;LES AVIRONS
97427;2017-05-31;2940;97404;L ETANG SALE
97420;2021-02-28;8170;97407;LE PORT
97425;2017-10-31;2100;97401;LES AVIRONS
97427;2017-08-31;2960;97404;L ETANG SALE
97420;2021-06-30;8160;97407;LE PORT
97425;2017-11-30;2110;97401;LES AVIRONS
97427;2017-09-30;2970;97404;L ETANG SALE
97420;2022-01-31;8050;97407;LE PORT
97425;2017-12-31;2090;97401;LES AVIRONS
97427;2017-10-31;3000;97404;L ETANG SALE
97420;2022-07-31;7870;97407;LE PORT
97425;2018-01-31;2130;97401;LES AVIRONS
97427;2017-11-30;2960;97404;L ETANG SALE
97420;2022-08-31;8070;97407;LE PORT
97425;2018-06-30;2090;97401;LES AVIRONS
97427;2017-12-31;2930;97404;L ETANG SALE
97420;2022-09-30;8060;97407;LE PORT
97425;2018-09-30;2170;97401;LES AVIRONS
97427;2018-02-28;2980;97404;L ETANG SALE
97420;2022-10-31;7950;97407;LE PORT
97425;2019-03-31;2210;97401;LES AVIRONS
97427;2018-07-31;2950;97404;L ETANG SALE
97420;2022-12-31;7820;97407;LE PORT
97425;2019-09-30;2240;97401;LES AVIRONS
97427;2018-09-30;2970;97404;L ETANG SALE
97430;2016-08-31;17850;97422;LE TAMPON
97425;2019-11-30;2190;97401;LES AVIRONS
97427;2019-05-31;2980;97404;L ETANG SALE
97430;2016-10-31;17980;97422;LE TAMPON
97425;2020-01-31;2190;97401;LES AVIRONS
97427;2019-09-30;3060;97404;L ETANG SALE
97430;2016-11-30;17950;97422;LE TAMPON
97425;2020-02-29;2160;97401;LES AVIRONS
97427;2020-03-31;3010;97404;L ETANG SALE
97430;2017-03-31;18050;97422;LE TAMPON
97425;2020-08-31;2210;97401;LES AVIRONS
97427;2020-12-31;3020;97404;L ETANG SALE
97430;2017-04-30;18020;97422;LE TAMPON
97425;2020-09-30;2230;97401;LES AVIRONS
97427;2021-02-28;3020;97404;L ETANG SALE
97430;2017-05-31;18110;97422;LE TAMPON
97425;2020-10-31;2210;97401;LES AVIRONS
97427;2021-05-31;3020;97404;L ETANG SALE
97430;2017-07-31;17990;97422;LE TAMPON
97425;2020-12-31;2200;97401;LES AVIRONS
97427;2021-06-30;3000;97404;L ETANG SALE
97430;2018-01-31;18210;97422;LE TAMPON
97425;2021-07-31;2240;97401;LES AVIRONS
97427;2021-07-31;2980;97404;L ETANG SALE
97430;2018-05-31;17930;97422;LE TAMPON
97425;2021-08-31;2220;97401;LES AVIRONS
97427;2021-10-31;3050;97404;L ETANG SALE
97430;2018-06-30;17870;97422;LE TAMPON
97425;2021-10-31;2210;97401;LES AVIRONS
97427;2022-06-30;3000;97404;L ETANG SALE
97430;2018-10-31;17980;97422;LE TAMPON
97425;2022-06-30;2130;97401;LES AVIRONS
97427;2022-07-31;2990;97404;L ETANG SALE
97430;2018-12-31;17740;97422;LE TAMPON
97425;2022-08-31;2180;97401;LES AVIRONS
97427;2022-12-31;2920;97404;L ETANG SALE
97430;2019-01-31;17950;97422;LE TAMPON
97425;2022-12-31;2140;97401;LES AVIRONS
97429;2016-08-31;2580;97405;PETITE ILE
97430;2019-02-28;17910;97422;LE TAMPON
97426;2016-12-31;1790;97423;LES TROIS BASSINS
97429;2016-10-31;2560;97405;PETITE ILE
97430;2019-04-30;17710;97422;LE TAMPON
97426;2017-01-31;1800;97423;LES TROIS BASSINS
97429;2016-11-30;2560;97405;PETITE ILE
97430;2019-07-31;17740;97422;LE TAMPON
97426;2017-02-28;1810;97423;LES TROIS BASSINS
97429;2016-12-31;2580;97405;PETITE ILE
97430;2019-09-30;17790;97422;LE TAMPON
97426;2017-06-30;1760;97423;LES TROIS BASSINS
97429;2017-01-31;2590;97405;PETITE ILE
97430;2020-02-29;17300;97422;LE TAMPON
97426;2017-12-31;1770;97423;LES TROIS BASSINS
97429;2017-09-30;2610;97405;PETITE ILE
97430;2020-06-30;17320;97422;LE TAMPON
97426;2018-01-31;1810;97423;LES TROIS BASSINS
97429;2018-04-30;2560;97405;PETITE ILE
97430;2020-07-31;17390;97422;LE TAMPON
97426;2018-02-28;1770;97423;LES TROIS BASSINS
97429;2018-05-31;2560;97405;PETITE ILE
97430;2020-08-31;17450;97422;LE TAMPON
97426;2018-04-30;1780;97423;LES TROIS BASSINS
97429;2018-06-30;2560;97405;PETITE ILE
97430;2020-09-30;17550;97422;LE TAMPON
97426;2018-05-31;1780;97423;LES TROIS BASSINS
97429;2018-09-30;2620;97405;PETITE ILE
97430;2021-04-30;17450;97422;LE TAMPON
97426;2018-06-30;1750;97423;LES TROIS BASSINS
97429;2018-11-30;2600;97405;PETITE ILE
97430;2021-09-30;17490;97422;LE TAMPON
97426;2018-07-31;1780;97423;LES TROIS BASSINS
97429;2019-01-31;2610;97405;PETITE ILE
97430;2021-10-31;17350;97422;LE TAMPON
97426;2019-02-28;1810;97423;LES TROIS BASSINS
97429;2019-11-30;2500;97405;PETITE ILE
97430;2022-02-28;17090;97422;LE TAMPON
97426;2019-09-30;1800;97423;LES TROIS BASSINS
97429;2020-03-31;2500;97405;PETITE ILE
97430;2022-03-31;17190;97422;LE TAMPON
97426;2020-01-31;1740;97423;LES TROIS BASSINS
97429;2020-06-30;2530;97405;PETITE ILE
97430;2022-04-30;17050;97422;LE TAMPON
97426;2020-02-29;1720;97423;LES TROIS BASSINS
97429;2020-07-31;2520;97405;PETITE ILE
97430;2022-07-31;16890;97422;LE TAMPON
97426;2020-03-31;1730;97423;LES TROIS BASSINS
97429;2020-08-31;2560;97405;PETITE ILE
97430;2022-08-31;17020;97422;LE TAMPON
97426;2020-04-30;1740;97423;LES TROIS BASSINS
97429;2020-11-30;2520;97405;PETITE ILE
97430;2022-09-30;16960;97422;LE TAMPON
97426;2020-07-31;1760;97423;LES TROIS BASSINS
97429;2020-12-31;2530;97405;PETITE ILE
97430;2022-11-30;16940;97422;LE TAMPON
97426;2020-09-30;1760;97423;LES TROIS BASSINS
97429;2021-01-31;2580;97405;PETITE ILE
97425;2016-08-31;2100;97401;LES AVIRONS
97426;2021-03-31;1770;97423;LES TROIS BASSINS
97429;2021-03-31;2610;97405;PETITE ILE
97425;2016-09-30;2090;97401;LES AVIRONS
97426;2021-10-31;1740;97423;LES TROIS BASSINS
97429;2021-04-30;2590;97405;PETITE ILE
97425;2016-11-30;2110;97401;LES AVIRONS
97426;2021-11-30;1730;97423;LES TROIS BASSINS
97429;2021-06-30;2600;97405;PETITE ILE
97425;2016-12-31;2100;97401;LES AVIRONS
97426;2021-12-31;1710;97423;LES TROIS BASSINS
97429;2022-02-28;2540;97405;PETITE ILE
97425;2017-02-28;2120;97401;LES AVIRONS
97426;2022-03-31;1730;97423;LES TROIS BASSINS
97429;2022-10-31;2510;97405;PETITE ILE
97425;2017-07-31;2100;97401;LES AVIRONS
97426;2022-05-31;1720;97423;LES TROIS BASSINS
97440;2016-09-30;10830;97409;ST ANDRE
97425;2017-08-31;2110;97401;LES AVIRONS
97426;2022-12-31;1730;97423;LES TROIS BASSINS
97440;2017-01-31;10920;97409;ST ANDRE
97425;2018-04-30;2150;97401;LES AVIRONS
97427;2016-07-31;2980;97404;L ETANG SALE
97440;2017-05-31;10790;97409;ST ANDRE
97425;2018-05-31;2140;97401;LES AVIRONS
97427;2016-09-30;2990;97404;L ETANG SALE
97440;2017-06-30;10780;97409;ST ANDRE
97425;2018-08-31;2160;97401;LES AVIRONS
97427;2016-10-31;2990;97404;L ETANG SALE
97440;2017-07-31;10750;97409;ST ANDRE
97425;2018-10-31;2180;97401;LES AVIRONS
97427;2016-12-31;2990;97404;L ETANG SALE
97440;2017-08-31;10880;97409;ST ANDRE
97425;2018-11-30;2190;97401;LES AVIRONS
97427;2017-07-31;2950;97404;L ETANG SALE
97440;2017-10-31;10830;97409;ST ANDRE
97425;2019-01-31;2230;97401;LES AVIRONS
97427;2018-03-31;2980;97404;L ETANG SALE
97440;2017-12-31;10680;97409;ST ANDRE
97425;2019-06-30;2210;97401;LES AVIRONS
97427;2018-04-30;2950;97404;L ETANG SALE
97440;2018-03-31;10720;97409;ST ANDRE
97425;2019-07-31;2200;97401;LES AVIRONS
97427;2018-05-31;2970;97404;L ETANG SALE
97440;2018-05-31;10880;97409;ST ANDRE
97425;2019-10-31;2190;97401;LES AVIRONS
97427;2018-06-30;2940;97404;L ETANG SALE
97440;2018-12-31;10800;97409;ST ANDRE
97425;2020-07-31;2220;97401;LES AVIRONS
97427;2018-10-31;2990;97404;L ETANG SALE
97440;2019-03-31;10930;97409;ST ANDRE
97425;2021-02-28;2230;97401;LES AVIRONS
97427;2018-11-30;2980;97404;L ETANG SALE
97440;2019-06-30;10880;97409;ST ANDRE
97425;2021-04-30;2220;97401;LES AVIRONS
97427;2018-12-31;2990;97404;L ETANG SALE
97440;2019-08-31;10960;97409;ST ANDRE
97425;2021-11-30;2220;97401;LES AVIRONS
97427;2019-02-28;3050;97404;L ETANG SALE
97440;2019-09-30;10930;97409;ST ANDRE
97425;2021-12-31;2200;97401;LES AVIRONS
97427;2019-03-31;3040;97404;L ETANG SALE
97440;2019-12-31;10460;97409;ST ANDRE
97425;2022-05-31;2160;97401;LES AVIRONS
97427;2019-06-30;2950;97404;L ETANG SALE
97440;2020-06-30;10590;97409;ST ANDRE
97425;2022-07-31;2150;97401;LES AVIRONS
97427;2019-07-31;3020;97404;L ETANG SALE
97440;2020-10-31;10690;97409;ST ANDRE
97425;2022-09-30;2190;97401;LES AVIRONS
97427;2019-10-31;3030;97404;L ETANG SALE
97440;2021-03-31;10560;97409;ST ANDRE
97425;2022-10-31;2150;97401;LES AVIRONS
97427;2020-01-31;2990;97404;L ETANG SALE
97440;2021-04-30;10490;97409;ST ANDRE
97425;2022-11-30;2180;97401;LES AVIRONS
97427;2020-04-30;3040;97404;L ETANG SALE
97440;2021-06-30;10370;97409;ST ANDRE
97426;2016-07-31;1760;97423;LES TROIS BASSINS
97427;2020-08-31;3040;97404;L ETANG SALE
97440;2021-07-31;10320;97409;ST ANDRE
97426;2016-11-30;1790;97423;LES TROIS BASSINS
97427;2020-10-31;3050;97404;L ETANG SALE
97440;2021-08-31;10370;97409;ST ANDRE
97426;2017-03-31;1790;97423;LES TROIS BASSINS
97427;2020-11-30;3040;97404;L ETANG SALE
97440;2021-09-30;10370;97409;ST ANDRE
97426;2017-05-31;1780;97423;LES TROIS BASSINS
97427;2021-03-31;3030;97404;L ETANG SALE
97440;2021-12-31;10060;97409;ST ANDRE
97426;2017-07-31;1790;97423;LES TROIS BASSINS
97427;2021-08-31;3010;97404;L ETANG SALE
97440;2022-02-28;10020;97409;ST ANDRE
97426;2017-08-31;1810;97423;LES TROIS BASSINS
97427;2021-12-31;3020;97404;L ETANG SALE
97440;2022-03-31;10160;97409;ST ANDRE
97426;2017-09-30;1770;97423;LES TROIS BASSINS
97427;2022-02-28;3030;97404;L ETANG SALE
97440;2022-05-31;9950;97409;ST ANDRE
97426;2018-09-30;1770;97423;LES TROIS BASSINS
97427;2022-03-31;3060;97404;L ETANG SALE
97440;2022-08-31;9970;97409;ST ANDRE
97426;2019-04-30;1830;97423;LES TROIS BASSINS
97427;2022-04-30;3020;97404;L ETANG SALE
97440;2022-10-31;9980;97409;ST ANDRE
97426;2019-05-31;1820;97423;LES TROIS BASSINS
97427;2022-05-31;3020;97404;L ETANG SALE
97440;2022-11-30;10040;97409;ST ANDRE
97426;2019-06-30;1810;97423;LES TROIS BASSINS
97427;2022-09-30;3010;97404;L ETANG SALE
97440;2022-12-31;9880;97409;ST ANDRE
97426;2019-07-31;1810;97423;LES TROIS BASSINS
97427;2022-10-31;3000;97404;L ETANG SALE
97470;2016-08-31;7360;97410;ST BENOIT
97426;2019-10-31;1780;97423;LES TROIS BASSINS
97427;2022-11-30;2980;97404;L ETANG SALE
97470;2016-12-31;7110;97410;ST BENOIT
97426;2019-11-30;1740;97423;LES TROIS BASSINS
97429;2016-07-31;2530;97405;PETITE ILE
97470;2017-03-31;7150;97410;ST BENOIT
97426;2020-05-31;1730;97423;LES TROIS BASSINS
97429;2017-02-28;2580;97405;PETITE ILE
97470;2017-04-30;7080;97410;ST BENOIT
97426;2020-06-30;1760;97423;LES TROIS BASSINS
97429;2017-05-31;2590;97405;PETITE ILE
97470;2017-06-30;6970;97410;ST BENOIT
97426;2020-08-31;1780;97423;LES TROIS BASSINS
97429;2017-10-31;2600;97405;PETITE ILE
97470;2017-10-31;7000;97410;ST BENOIT
97426;2020-11-30;1770;97423;LES TROIS BASSINS
97429;2018-07-31;2590;97405;PETITE ILE
97470;2017-12-31;6820;97410;ST BENOIT
97426;2020-12-31;1740;97423;LES TROIS BASSINS
97429;2018-08-31;2600;97405;PETITE ILE
97470;2018-02-28;6950;97410;ST BENOIT
97426;2021-04-30;1750;97423;LES TROIS BASSINS
97429;2018-10-31;2620;97405;PETITE ILE
97470;2018-05-31;6900;97410;ST BENOIT
97426;2021-06-30;1730;97423;LES TROIS BASSINS
97429;2019-03-31;2590;97405;PETITE ILE
97470;2019-04-30;6920;97410;ST BENOIT
97426;2021-07-31;1750;97423;LES TROIS BASSINS
97429;2019-04-30;2570;97405;PETITE ILE
97470;2019-05-31;6920;97410;ST BENOIT
97426;2022-01-31;1730;97423;LES TROIS BASSINS
97429;2019-05-31;2560;97405;PETITE ILE
97470;2019-08-31;7010;97410;ST BENOIT
97426;2022-07-31;1720;97423;LES TROIS BASSINS
97429;2019-07-31;2580;97405;PETITE ILE
97470;2019-09-30;7040;97410;ST BENOIT
97426;2022-08-31;1760;97423;LES TROIS BASSINS
97429;2019-12-31;2500;97405;PETITE ILE
97470;2019-10-31;6970;97410;ST BENOIT
97427;2016-11-30;3010;97404;L ETANG SALE
97429;2020-01-31;2510;97405;PETITE ILE
97470;2020-02-29;6810;97410;ST BENOIT
97427;2017-02-28;2990;97404;L ETANG SALE
97429;2020-02-29;2490;97405;PETITE ILE
97470;2020-03-31;6760;97410;ST BENOIT
97427;2017-06-30;2930;97404;L ETANG SALE
97429;2020-04-30;2530;97405;PETITE ILE
97470;2020-05-31;6870;97410;ST BENOIT
97427;2018-01-31;2970;97404;L ETANG SALE
97429;2021-02-28;2590;97405;PETITE ILE
97470;2020-06-30;6840;97410;ST BENOIT
97427;2018-08-31;2960;97404;L ETANG SALE
97429;2021-05-31;2590;97405;PETITE ILE
97470;2020-09-30;6980;97410;ST BENOIT
97427;2019-01-31;3040;97404;L ETANG SALE
97429;2021-07-31;2580;97405;PETITE ILE
97470;2021-01-31;7040;97410;ST BENOIT
97427;2019-04-30;3030;97404;L ETANG SALE
97429;2022-01-31;2570;97405;PETITE ILE
97470;2021-08-31;6990;97410;ST BENOIT
97427;2019-08-31;3040;97404;L ETANG SALE
97429;2022-03-31;2570;97405;PETITE ILE
97470;2021-09-30;7000;97410;ST BENOIT
97427;2019-11-30;3010;97404;L ETANG SALE
97429;2022-06-30;2490;97405;PETITE ILE
97470;2022-01-31;7020;97410;ST BENOIT
97427;2019-12-31;2990;97404;L ETANG SALE
97429;2022-07-31;2500;97405;PETITE ILE
97470;2022-08-31;7020;97410;ST BENOIT
97427;2020-02-29;2970;97404;L ETANG SALE
97429;2022-08-31;2510;97405;PETITE ILE
97470;2022-11-30;7070;97410;ST BENOIT
97427;2020-05-31;3040;97404;L ETANG SALE
97429;2022-09-30;2510;97405;PETITE ILE
97400;2016-07-31;26420;97411;ST DENIS
97427;2020-06-30;3010;97404;L ETANG SALE
97429;2022-11-30;2520;97405;PETITE ILE
97400;2016-08-31;26790;97411;ST DENIS
97427;2020-07-31;3010;97404;L ETANG SALE
97429;2022-12-31;2470;97405;PETITE ILE
97400;2016-11-30;26810;97411;ST DENIS
97427;2020-09-30;3060;97404;L ETANG SALE
97440;2016-07-31;10560;97409;ST ANDRE
97400;2016-12-31;26560;97411;ST DENIS
97427;2021-01-31;3020;97404;L ETANG SALE
97440;2016-08-31;10780;97409;ST ANDRE
97400;2017-04-30;26920;97411;ST DENIS
97427;2021-04-30;3040;97404;L ETANG SALE
97440;2016-12-31;10690;97409;ST ANDRE
97400;2017-07-31;26950;97411;ST DENIS
97427;2021-09-30;3030;97404;L ETANG SALE
97440;2017-02-28;10880;97409;ST ANDRE
97400;2017-11-30;27480;97411;ST DENIS
97427;2021-11-30;3060;97404;L ETANG SALE
97440;2017-09-30;10850;97409;ST ANDRE
97400;2018-03-31;27590;97411;ST DENIS
97427;2022-01-31;3050;97404;L ETANG SALE
97440;2018-04-30;10720;97409;ST ANDRE
97400;2018-06-30;27730;97411;ST DENIS
