code postal;date;nombre d'inscrits;Code_commune_INSEE;Nom_commune
97436;2018-02-28;8470;97413;ST LEU
97434;2020-03-31;12570;97415;ST PAUL
97441;2017-04-30;4310;97420;STE SUZANNE
97436;2018-04-30;8380;97413;ST LEU
97434;2020-06-30;12640;97415;ST PAUL
97441;2017-09-30;4290;97420;STE SUZANNE
97436;2018-09-30;8360;97413;ST LEU
97434;2020-07-31;12680;97415;ST PAUL
97441;2018-05-31;4270;97420;STE SUZANNE
97436;2018-10-31;8450;97413;ST LEU
97434;2020-08-31;12770;97415;ST PAUL
97441;2018-06-30;4270;97420;STE SUZANNE
97436;2018-12-31;8330;97413;ST LEU
97434;2021-01-31;12840;97415;ST PAUL
97441;2018-10-31;4350;97420;STE SUZANNE
97436;2019-03-31;8380;97413;ST LEU
97434;2021-02-28;12790;97415;ST PAUL
97441;2018-11-30;4290;97420;STE SUZANNE
97436;2019-08-31;8350;97413;ST LEU
97434;2021-03-31;12860;97415;ST PAUL
97441;2018-12-31;4260;97420;STE SUZANNE
97436;2019-09-30;8420;97413;ST LEU
97434;2021-05-31;12780;97415;ST PAUL
97441;2019-01-31;4360;97420;STE SUZANNE
97436;2020-01-31;8260;97413;ST LEU
97434;2021-10-31;12700;97415;ST PAUL
97441;2019-02-28;4320;97420;STE SUZANNE
97436;2020-03-31;8210;97413;ST LEU
97434;2022-01-31;12530;97415;ST PAUL
97441;2019-03-31;4290;97420;STE SUZANNE
97436;2020-06-30;8160;97413;ST LEU
97434;2022-05-31;12470;97415;ST PAUL
97441;2019-04-30;4310;97420;STE SUZANNE
97436;2020-07-31;8250;97413;ST LEU
97434;2022-10-31;12470;97415;ST PAUL
97441;2019-07-31;4270;97420;STE SUZANNE
97436;2021-01-31;8340;97413;ST LEU
97460;2016-08-31;21860;97415;ST PAUL
97441;2019-08-31;4250;97420;STE SUZANNE
97436;2021-07-31;8310;97413;ST LEU
97460;2016-10-31;21970;97415;ST PAUL
97441;2019-09-30;4280;97420;STE SUZANNE
97436;2021-11-30;8380;97413;ST LEU
97460;2017-02-28;22080;97415;ST PAUL
97441;2019-11-30;4250;97420;STE SUZANNE
97436;2021-12-31;8340;97413;ST LEU
97460;2017-03-31;21940;97415;ST PAUL
97441;2020-03-31;4260;97420;STE SUZANNE
97436;2022-01-31;8290;97413;ST LEU
97460;2017-06-30;21620;97415;ST PAUL
97441;2020-06-30;4310;97420;STE SUZANNE
97436;2022-02-28;8250;97413;ST LEU
97460;2017-07-31;21670;97415;ST PAUL
97441;2020-08-31;4360;97420;STE SUZANNE
97436;2022-11-30;8330;97413;ST LEU
97460;2018-02-28;21840;97415;ST PAUL
97441;2020-09-30;4370;97420;STE SUZANNE
97434;2017-01-31;13060;97415;ST PAUL
97460;2018-05-31;21620;97415;ST PAUL
97441;2020-10-31;4310;97420;STE SUZANNE
97434;2017-04-30;12780;97415;ST PAUL
97460;2018-08-31;21780;97415;ST PAUL
97441;2020-11-30;4290;97420;STE SUZANNE
97434;2017-07-31;12730;97415;ST PAUL
97460;2018-11-30;21530;97415;ST PAUL
97441;2020-12-31;4280;97420;STE SUZANNE
97434;2017-12-31;12670;97415;ST PAUL
97460;2018-12-31;21560;97415;ST PAUL
97441;2021-01-31;4340;97420;STE SUZANNE
97434;2018-02-28;12820;97415;ST PAUL
97460;2019-05-31;21510;97415;ST PAUL
97441;2021-06-30;4260;97420;STE SUZANNE
97434;2018-03-31;12820;97415;ST PAUL
97460;2019-06-30;21480;97415;ST PAUL
97441;2021-07-31;4290;97420;STE SUZANNE
97434;2018-04-30;12780;97415;ST PAUL
97460;2019-09-30;21900;97415;ST PAUL
97441;2021-08-31;4340;97420;STE SUZANNE
97434;2018-08-31;12890;97415;ST PAUL
97460;2019-11-30;21410;97415;ST PAUL
97441;2021-11-30;4300;97420;STE SUZANNE
97434;2018-09-30;12880;97415;ST PAUL
97460;2020-01-31;21370;97415;ST PAUL
97441;2022-01-31;4290;97420;STE SUZANNE
97434;2018-10-31;12940;97415;ST PAUL
97460;2020-04-30;21290;97415;ST PAUL
97441;2022-02-28;4290;97420;STE SUZANNE
97434;2018-12-31;12820;97415;ST PAUL
97460;2020-06-30;21180;97415;ST PAUL
97441;2022-03-31;4300;97420;STE SUZANNE
97434;2019-01-31;13100;97415;ST PAUL
97460;2021-01-31;21580;97415;ST PAUL
97441;2022-08-31;4370;97420;STE SUZANNE
97434;2019-03-31;12920;97415;ST PAUL
97460;2021-05-31;21460;97415;ST PAUL
97441;2022-09-30;4360;97420;STE SUZANNE
97434;2019-04-30;12860;97415;ST PAUL
97460;2021-07-31;21510;97415;ST PAUL
97480;2016-07-31;9460;97412;ST JOSEPH
97434;2019-06-30;12750;97415;ST PAUL
97460;2021-08-31;21720;97415;ST PAUL
97480;2016-09-30;9620;97412;ST JOSEPH
97434;2019-10-31;12790;97415;ST PAUL
97460;2021-11-30;21380;97415;ST PAUL
97480;2016-11-30;9550;97412;ST JOSEPH
97434;2020-02-29;12500;97415;ST PAUL
97460;2021-12-31;21230;97415;ST PAUL
97480;2016-12-31;9560;97412;ST JOSEPH
97434;2020-10-31;12770;97415;ST PAUL
97460;2022-01-31;21240;97415;ST PAUL
97480;2017-01-31;9590;97412;ST JOSEPH
97434;2020-12-31;12740;97415;ST PAUL
97460;2022-02-28;21070;97415;ST PAUL
97480;2017-04-30;9430;97412;ST JOSEPH
97434;2021-06-30;12730;97415;ST PAUL
97460;2022-11-30;20710;97415;ST PAUL
97480;2017-05-31;9490;97412;ST JOSEPH
97434;2021-07-31;12640;97415;ST PAUL
97460;2022-12-31;20510;97415;ST PAUL
97480;2017-11-30;9620;97412;ST JOSEPH
97434;2021-08-31;12790;97415;ST PAUL
97442;2016-08-31;1460;97417;ST PHILIPPE
97480;2018-02-28;9650;97412;ST JOSEPH
97434;2021-09-30;12840;97415;ST PAUL
97442;2016-09-30;1480;97417;ST PHILIPPE
97480;2018-03-31;9610;97412;ST JOSEPH
97434;2022-02-28;12400;97415;ST PAUL
97442;2017-03-31;1440;97417;ST PHILIPPE
97480;2018-04-30;9640;97412;ST JOSEPH
97434;2022-04-30;12440;97415;ST PAUL
97442;2017-04-30;1440;97417;ST PHILIPPE
97480;2018-06-30;9670;97412;ST JOSEPH
97434;2022-08-31;12630;97415;ST PAUL
97442;2018-01-31;1480;97417;ST PHILIPPE
97480;2019-02-28;9720;97412;ST JOSEPH
97434;2022-09-30;12630;97415;ST PAUL
97442;2018-03-31;1470;97417;ST PHILIPPE
97480;2019-05-31;9570;97412;ST JOSEPH
97460;2016-07-31;21310;97415;ST PAUL
97442;2018-05-31;1460;97417;ST PHILIPPE
97480;2019-06-30;9540;97412;ST JOSEPH
97460;2016-09-30;21950;97415;ST PAUL
97442;2018-07-31;1460;97417;ST PHILIPPE
97480;2019-10-31;9450;97412;ST JOSEPH
97460;2017-01-31;22140;97415;ST PAUL
97442;2018-09-30;1450;97417;ST PHILIPPE
97480;2019-11-30;9270;97412;ST JOSEPH
97460;2017-08-31;21820;97415;ST PAUL
97442;2018-12-31;1430;97417;ST PHILIPPE
97480;2019-12-31;9280;97412;ST JOSEPH
97460;2017-11-30;21800;97415;ST PAUL
97442;2019-02-28;1440;97417;ST PHILIPPE
97480;2020-01-31;9340;97412;ST JOSEPH
97460;2017-12-31;21530;97415;ST PAUL
97442;2019-04-30;1440;97417;ST PHILIPPE
97480;2020-02-29;9250;97412;ST JOSEPH
97460;2018-03-31;21660;97415;ST PAUL
97442;2019-05-31;1420;97417;ST PHILIPPE
97480;2020-03-31;9290;97412;ST JOSEPH
97460;2018-04-30;21580;97415;ST PAUL
97442;2019-08-31;1430;97417;ST PHILIPPE
97480;2020-06-30;9260;97412;ST JOSEPH
97460;2018-06-30;21480;97415;ST PAUL
97442;2020-03-31;1340;97417;ST PHILIPPE
97480;2020-10-31;9370;97412;ST JOSEPH
97460;2018-07-31;21590;97415;ST PAUL
97442;2020-05-31;1340;97417;ST PHILIPPE
97480;2021-01-31;9310;97412;ST JOSEPH
97460;2019-03-31;21760;97415;ST PAUL
97442;2020-10-31;1350;97417;ST PHILIPPE
97480;2021-03-31;9210;97412;ST JOSEPH
97460;2019-08-31;21820;97415;ST PAUL
97442;2020-11-30;1350;97417;ST PHILIPPE
97480;2021-05-31;9120;97412;ST JOSEPH
97460;2019-12-31;21160;97415;ST PAUL
97442;2021-02-28;1340;97417;ST PHILIPPE
97480;2021-07-31;9130;97412;ST JOSEPH
97460;2020-03-31;21150;97415;ST PAUL
97442;2021-06-30;1300;97417;ST PHILIPPE
97480;2021-08-31;9120;97412;ST JOSEPH
97460;2020-05-31;21200;97415;ST PAUL
97442;2021-09-30;1290;97417;ST PHILIPPE
97480;2021-11-30;9030;97412;ST JOSEPH
97460;2020-08-31;21560;97415;ST PAUL
97442;2021-11-30;1310;97417;ST PHILIPPE
97480;2022-02-28;8920;97412;ST JOSEPH
97460;2021-02-28;21520;97415;ST PAUL
97442;2021-12-31;1290;97417;ST PHILIPPE
97480;2022-03-31;8950;97412;ST JOSEPH
97460;2021-03-31;21720;97415;ST PAUL
97442;2022-04-30;1300;97417;ST PHILIPPE
97480;2022-04-30;8900;97412;ST JOSEPH
97460;2021-04-30;21580;97415;ST PAUL
97442;2022-05-31;1280;97417;ST PHILIPPE
97480;2022-05-31;8890;97412;ST JOSEPH
97460;2022-03-31;21260;97415;ST PAUL
97442;2022-07-31;1300;97417;ST PHILIPPE
97480;2022-12-31;8840;97412;ST JOSEPH
97460;2022-06-30;20580;97415;ST PAUL
97442;2022-12-31;1280;97417;ST PHILIPPE
97436;2016-08-31;8370;97413;ST LEU
97460;2022-07-31;20680;97415;ST PAUL
97410;2016-08-31;19800;97416;ST PIERRE
97436;2016-12-31;8330;97413;ST LEU
97460;2022-09-30;20820;97415;ST PAUL
97410;2016-09-30;19910;97416;ST PIERRE
97436;2017-02-28;8450;97413;ST LEU
97442;2016-07-31;1460;97417;ST PHILIPPE
97410;2016-10-31;19760;97416;ST PIERRE
97436;2017-05-31;8300;97413;ST LEU
97442;2016-12-31;1460;97417;ST PHILIPPE
97410;2016-11-30;19920;97416;ST PIERRE
97436;2017-11-30;8450;97413;ST LEU
97442;2017-01-31;1460;97417;ST PHILIPPE
97410;2016-12-31;19710;97416;ST PIERRE
97436;2017-12-31;8380;97413;ST LEU
97442;2017-02-28;1430;97417;ST PHILIPPE
97410;2017-02-28;19930;97416;ST PIERRE
97436;2018-05-31;8410;97413;ST LEU
97442;2017-06-30;1460;97417;ST PHILIPPE
97410;2017-07-31;19590;97416;ST PIERRE
97436;2018-06-30;8410;97413;ST LEU
97442;2017-09-30;1470;97417;ST PHILIPPE
97410;2017-09-30;19750;97416;ST PIERRE
97436;2018-07-31;8420;97413;ST LEU
97442;2017-12-31;1470;97417;ST PHILIPPE
97410;2017-11-30;19870;97416;ST PIERRE
97436;2018-08-31;8410;97413;ST LEU
97442;2018-02-28;1490;97417;ST PHILIPPE
97410;2018-05-31;20140;97416;ST PIERRE
97436;2018-11-30;8350;97413;ST LEU
97442;2019-01-31;1440;97417;ST PHILIPPE
97410;2018-07-31;20070;97416;ST PIERRE
97436;2019-01-31;8470;97413;ST LEU
97442;2019-03-31;1450;97417;ST PHILIPPE
97410;2018-09-30;20350;97416;ST PIERRE
97436;2019-05-31;8310;97413;ST LEU
97442;2019-10-31;1410;97417;ST PHILIPPE
97410;2018-11-30;20120;97416;ST PIERRE
97436;2019-06-30;8340;97413;ST LEU
97442;2020-02-29;1360;97417;ST PHILIPPE
97410;2019-02-28;20250;97416;ST PIERRE
97436;2019-10-31;8370;97413;ST LEU
97442;2020-04-30;1350;97417;ST PHILIPPE
97410;2019-04-30;20040;97416;ST PIERRE
97436;2020-02-29;8180;97413;ST LEU
97442;2020-07-31;1350;97417;ST PHILIPPE
97410;2019-08-31;20020;97416;ST PIERRE
97436;2020-04-30;8230;97413;ST LEU
97442;2020-09-30;1370;97417;ST PHILIPPE
97410;2019-09-30;20060;97416;ST PIERRE
97436;2020-08-31;8300;97413;ST LEU
97442;2020-12-31;1360;97417;ST PHILIPPE
97410;2019-10-31;19970;97416;ST PIERRE
97436;2020-11-30;8270;97413;ST LEU
97442;2021-01-31;1360;97417;ST PHILIPPE
97410;2019-11-30;19650;97416;ST PIERRE
97436;2021-02-28;8350;97413;ST LEU
97442;2021-05-31;1320;97417;ST PHILIPPE
97410;2019-12-31;19400;97416;ST PIERRE
97436;2021-03-31;8380;97413;ST LEU
97442;2021-07-31;1300;97417;ST PHILIPPE
97410;2020-01-31;19700;97416;ST PIERRE
97436;2022-03-31;8320;97413;ST LEU
97442;2021-08-31;1300;97417;ST PHILIPPE
97410;2020-03-31;19560;97416;ST PIERRE
97436;2022-06-30;8090;97413;ST LEU
97442;2022-01-31;1310;97417;ST PHILIPPE
97410;2020-04-30;19490;97416;ST PIERRE
97436;2022-08-31;8300;97413;ST LEU
97442;2022-03-31;1320;97417;ST PHILIPPE
97410;2020-12-31;19050;97416;ST PIERRE
97434;2016-08-31;12850;97415;ST PAUL
97442;2022-09-30;1290;97417;ST PHILIPPE
97410;2021-02-28;19230;97416;ST PIERRE
97434;2016-09-30;12880;97415;ST PAUL
97410;2017-03-31;19840;97416;ST PIERRE
97410;2021-04-30;19290;97416;ST PIERRE
97434;2016-11-30;12880;97415;ST PAUL
97410;2017-04-30;19720;97416;ST PIERRE
97410;2021-09-30;19570;97416;ST PIERRE
97434;2016-12-31;12860;97415;ST PAUL
97410;2017-12-31;19570;97416;ST PIERRE
97410;2021-11-30;19410;97416;ST PIERRE
97434;2017-02-28;12970;97415;ST PAUL
97410;2018-03-31;19990;97416;ST PIERRE
97410;2022-04-30;19120;97416;ST PIERRE
97434;2017-09-30;12890;97415;ST PAUL
97410;2018-06-30;19960;97416;ST PIERRE
97410;2022-07-31;18730;97416;ST PIERRE
97434;2017-11-30;12740;97415;ST PAUL
97410;2018-08-31;20330;97416;ST PIERRE
97410;2022-09-30;19080;97416;ST PIERRE
97434;2018-01-31;12870;97415;ST PAUL
97410;2018-10-31;20380;97416;ST PIERRE
97433;2016-07-31;1790;97421;SALAZIE
97434;2018-06-30;12620;97415;ST PAUL
97410;2018-12-31;20070;97416;ST PIERRE
97433;2016-09-30;1800;97421;SALAZIE
97434;2018-11-30;12810;97415;ST PAUL
97410;2019-05-31;19870;97416;ST PIERRE
97433;2016-10-31;1800;97421;SALAZIE
97434;2019-02-28;13010;97415;ST PAUL
97410;2020-05-31;19350;97416;ST PIERRE
97433;2017-08-31;1800;97421;SALAZIE
97434;2019-09-30;12850;97415;ST PAUL
97410;2020-06-30;19190;97416;ST PIERRE
97433;2017-09-30;1800;97421;SALAZIE
97434;2019-11-30;12530;97415;ST PAUL
97410;2020-08-31;19270;97416;ST PIERRE
97433;2017-11-30;1810;97421;SALAZIE
97434;2020-01-31;12600;97415;ST PAUL
97410;2020-09-30;19310;97416;ST PIERRE
97433;2018-04-30;1740;97421;SALAZIE
97434;2020-04-30;12590;97415;ST PAUL
97410;2020-11-30;19160;97416;ST PIERRE
97433;2018-07-31;1790;97421;SALAZIE
97434;2020-05-31;12590;97415;ST PAUL
97410;2021-01-31;19210;97416;ST PIERRE
97433;2018-08-31;1790;97421;SALAZIE
97434;2020-09-30;12850;97415;ST PAUL
97410;2021-03-31;19310;97416;ST PIERRE
97433;2018-11-30;1750;97421;SALAZIE
97434;2020-11-30;12710;97415;ST PAUL
97410;2021-07-31;19290;97416;ST PIERRE
97433;2019-05-31;1720;97421;SALAZIE
97434;2021-04-30;12760;97415;ST PAUL
97433;2016-11-30;1780;97421;SALAZIE
97433;2019-08-31;1750;97421;SALAZIE
97434;2021-11-30;12660;97415;ST PAUL
97433;2017-02-28;1760;97421;SALAZIE
97433;2019-09-30;1740;97421;SALAZIE
97434;2021-12-31;12470;97415;ST PAUL
97433;2017-03-31;1770;97421;SALAZIE
97433;2019-12-31;1690;97421;SALAZIE
97434;2022-03-31;12530;97415;ST PAUL
97433;2017-05-31;1760;97421;SALAZIE
97433;2020-01-31;1730;97421;SALAZIE
97434;2022-06-30;12410;97415;ST PAUL
97433;2017-07-31;1750;97421;SALAZIE
97433;2020-02-29;1720;97421;SALAZIE
97434;2022-07-31;12470;97415;ST PAUL
97433;2018-01-31;1800;97421;SALAZIE
97433;2020-04-30;1720;97421;SALAZIE
97434;2022-11-30;12410;97415;ST PAUL
97433;2018-02-28;1800;97421;SALAZIE
97433;2020-09-30;1740;97421;SALAZIE
97434;2022-12-31;12240;97415;ST PAUL
97433;2018-05-31;1780;97421;SALAZIE
97433;2021-02-28;1720;97421;SALAZIE
97460;2016-11-30;21990;97415;ST PAUL
97433;2018-06-30;1770;97421;SALAZIE
97433;2021-03-31;1730;97421;SALAZIE
97460;2016-12-31;21910;97415;ST PAUL
97433;2018-09-30;1780;97421;SALAZIE
97433;2021-08-31;1690;97421;SALAZIE
97460;2017-04-30;21730;97415;ST PAUL
97433;2018-10-31;1770;97421;SALAZIE
97433;2021-09-30;1690;97421;SALAZIE
97460;2017-05-31;21700;97415;ST PAUL
97433;2019-01-31;1740;97421;SALAZIE
97433;2022-03-31;1650;97421;SALAZIE
97460;2017-09-30;21820;97415;ST PAUL
97433;2019-02-28;1740;97421;SALAZIE
97433;2022-04-30;1630;97421;SALAZIE
97460;2017-10-31;21900;97415;ST PAUL
97433;2019-07-31;1750;97421;SALAZIE
97433;2022-06-30;1580;97421;SALAZIE
97460;2018-01-31;21840;97415;ST PAUL
97433;2019-10-31;1730;97421;SALAZIE
97433;2022-09-30;1610;97421;SALAZIE
97460;2018-09-30;21760;97415;ST PAUL
97433;2019-11-30;1710;97421;SALAZIE
97460;2018-10-31;21850;97415;ST PAUL
97433;2020-03-31;1740;97421;SALAZIE
97460;2019-01-31;22010;97415;ST PAUL
97433;2020-07-31;1750;97421;SALAZIE
97460;2019-02-28;21860;97415;ST PAUL
97433;2020-08-31;1760;97421;SALAZIE
97460;2019-04-30;21700;97415;ST PAUL
97433;2020-10-31;1690;97421;SALAZIE
97460;2019-07-31;21730;97415;ST PAUL
97433;2020-11-30;1690;97421;SALAZIE
97460;2019-10-31;21810;97415;ST PAUL
97433;2021-01-31;1710;97421;SALAZIE
97460;2020-02-29;21130;97415;ST PAUL
97433;2021-04-30;1720;97421;SALAZIE
97460;2020-07-31;21260;97415;ST PAUL
97433;2021-11-30;1670;97421;SALAZIE
97460;2020-09-30;21650;97415;ST PAUL
97433;2022-01-31;1670;97421;SALAZIE
97460;2020-10-31;21560;97415;ST PAUL
97433;2022-02-28;1650;97421;SALAZIE
97460;2020-11-30;21400;97415;ST PAUL
97433;2022-05-31;1600;97421;SALAZIE
97460;2020-12-31;21300;97415;ST PAUL
97433;2022-07-31;1600;97421;SALAZIE
97460;2021-06-30;21450;97415;ST PAUL
97433;2022-10-31;1590;97421;SALAZIE
97460;2021-09-30;21760;97415;ST PAUL
97460;2021-10-31;21500;97415;ST PAUL
97460;2022-04-30;20920;97415;ST PAUL
97460;2022-05-31;20810;97415;ST PAUL
97460;2022-08-31;21000;97415;ST PAUL
97460;2022-10-31;20700;97415;ST PAUL
97442;2016-10-31;1470;97417;ST PHILIPPE
97442;2016-11-30;1450;97417;ST PHILIPPE
97442;2017-05-31;1460;97417;ST PHILIPPE
97442;2017-07-31;1440;97417;ST PHILIPPE
97442;2017-08-31;1480;97417;ST PHILIPPE
97442;2017-10-31;1470;97417;ST PHILIPPE
97442;2017-11-30;1450;97417;ST PHILIPPE
97442;2018-04-30;1470;97417;ST PHILIPPE
97442;2018-06-30;1470;97417;ST PHILIPPE
97442;2018-08-31;1450;97417;ST PHILIPPE
97442;2018-10-31;1450;97417;ST PHILIPPE
97442;2018-11-30;1440;97417;ST PHILIPPE
97442;2019-06-30;1430;97417;ST PHILIPPE
97442;2019-07-31;1420;97417;ST PHILIPPE
97442;2019-09-30;1410;97417;ST PHILIPPE
97442;2019-11-30;1370;97417;ST PHILIPPE
97442;2019-12-31;1360;97417;ST PHILIPPE
97442;2020-01-31;1360;97417;ST PHILIPPE
97442;2020-06-30;1340;97417;ST PHILIPPE
97442;2020-08-31;1370;97417;ST PHILIPPE
97442;2021-03-31;1360;97417;ST PHILIPPE
97442;2021-04-30;1350;97417;ST PHILIPPE
97442;2021-10-31;1300;97417;ST PHILIPPE
97442;2022-02-28;1310;97417;ST PHILIPPE
97442;2022-06-30;1290;97417;ST PHILIPPE
97442;2022-08-31;1290;97417;ST PHILIPPE
97442;2022-10-31;1290;97417;ST PHILIPPE
97442;2022-11-30;1280;97417;ST PHILIPPE
97410;2016-07-31;19610;97416;ST PIERRE
97410;2017-01-31;19960;97416;ST PIERRE
97410;2017-05-31;19720;97416;ST PIERRE
97410;2017-06-30;19710;97416;ST PIERRE
97410;2017-08-31;19810;97416;ST PIERRE
97410;2017-10-31;19850;97416;ST PIERRE
97410;2018-01-31;20120;97416;ST PIERRE
97410;2018-02-28;20060;97416;ST PIERRE
97410;2018-04-30;20000;97416;ST PIERRE
97410;2019-01-31;20430;97416;ST PIERRE
97410;2019-03-31;20130;97416;ST PIERRE
97410;2019-06-30;19820;97416;ST PIERRE
97410;2019-07-31;19940;97416;ST PIERRE
97410;2020-02-29;19490;97416;ST PIERRE
97410;2020-07-31;19090;97416;ST PIERRE
97410;2020-10-31;19320;97416;ST PIERRE
97410;2021-05-31;19280;97416;ST PIERRE
97410;2021-06-30;19290;97416;ST PIERRE
97410;2021-08-31;19470;97416;ST PIERRE
97410;2021-10-31;19450;97416;ST PIERRE
97410;2021-12-31;19180;97416;ST PIERRE
97410;2022-01-31;19290;97416;ST PIERRE
97410;2022-02-28;19120;97416;ST PIERRE
97410;2022-03-31;19290;97416;ST PIERRE
97410;2022-05-31;18840;97416;ST PIERRE
97410;2022-06-30;18680;97416;ST PIERRE
97410;2022-08-31;18960;97416;ST PIERRE
97410;2022-10-31;19070;97416;ST PIERRE
97410;2022-11-30;19030;97416;ST PIERRE
97410;2022-12-31;18850;97416;ST PIERRE
97433;2016-08-31;1810;97421;SALAZIE
97433;2016-12-31;1770;97421;SALAZIE
97433;2017-01-31;1770;97421;SALAZIE
97433;2017-04-30;1780;97421;SALAZIE
97433;2017-06-30;1750;97421;SALAZIE
97433;2017-10-31;1800;97421;SALAZIE
97433;2017-12-31;1810;97421;SALAZIE
97433;2018-03-31;1780;97421;SALAZIE
97433;2018-12-31;1720;97421;SALAZIE
97433;2019-03-31;1720;97421;SALAZIE
97433;2019-04-30;1720;97421;SALAZIE
97433;2019-06-30;1740;97421;SALAZIE
97433;2020-05-31;1720;97421;SALAZIE
97433;2020-06-30;1750;97421;SALAZIE
97433;2020-12-31;1700;97421;SALAZIE
97433;2021-05-31;1710;97421;SALAZIE
97433;2021-06-30;1690;97421;SALAZIE
97433;2021-07-31;1670;97421;SALAZIE
97433;2021-10-31;1690;97421;SALAZIE
97433;2021-12-31;1660;97421;SALAZIE
97433;2022-08-31;1620;97421;SALAZIE
97433;2022-11-30;1550;97421;SALAZIE
97433;2022-12-31;1520;97421;SALAZIE
